Teks,Bab,Pasal,Ayat,Poin,Penjelasan
(1) Besarnya angsuran pajak dalam tahun pajak berjalan yang harus dibayar sendiri oleh Wajib Pajak untuk setiap bulan adalah sebesar Pajak Penghasilan yang terutang menurut Surat Pemberitahuan Tahunan Pajak Penghasilan tahun pajak yang lalu dikurangi dengan : ,V,25,1,,Bukan
a.Pajak Penghasilan yang dipotong sebagaimana dimaksud dalam Pasal 21 dan Pasal 23 serta Pajak Penghasilan yang dipungut sebagaimana dimaksud dalam Pasal 22; dan ,V,25,1,a,Bukan
"b.Pajak Penghasilan yang dibayar atau terutang di luar negeri yang boleh dikreditkan sebagaimana dimaksud dalam Pasal 24, dibagi 12 (dua belas) atau banyaknya bulan dalam bagian tahun pajak. ",V,25,1,b,Bukan
(2) Besarnya angsuran pajak yang harus dibayar sendiri oleh Wajib Pajak untuk bulan-bulan sebelum Surat Pemberitahuan Tahunan Pajak Penghasilan disampaikan sebelum batas waktu penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan sama dengan besarnya angsuran pajak untuk bulan terakhir tahun pajak yang lalu. ,V,25,2,,Bukan
(3) Dihapus. ,V,25,3,,Bukan
"(4) Apabila dalam tahun pajak berjalan diterbitkan surat ketetapan pajak untuk tahun pajak yang lalu, besarnya angsuran pajak dihitung kembali berdasarkan surat ketetapan pajak tersebut dan berlaku mulai bulan berikutnya setelah bulan penerbitan surat ketetapan pajak. ",V,25,4,,Bukan
(5) Dihapus. ,V,25,5,,Bukan
"(6) Direktur Jenderal Pajak berwenang untuk menetapkan penghitungan besarnya angsuran pajak dalam tahun pajak berjalan dalam hal-hal tertentu, sebagai berikut : ",V,25,6,,Bukan
a.Wajib Pajak berhak atas kompensasi kerugian; ,V,25,6,a,Bukan
b.Wajib Pajak memperoleh penghasilan tidak teratur; ,V,25,6,b,Bukan
c.Surat Pemberitahuan Tahunan Pajak Penghasilan tahun yang lalu disampaikan setelah lewat batas waktu yang ditentukan; ,V,25,6,c,Bukan
d.Wajib Pajak diberikan perpanjangan jangka waktu penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan; ,V,25,6,d,Bukan
e.Wajib Pajak membetulkan sendiri Surat Pemberitahuan Tahunan Pajak Penghasilan yang mengakibatkan angsuran bulanan lebih besar dari angsuran bulanan sebelum pembetulan; dan ,V,25,6,e,Bukan
f.terjadi perubahan keadaan usaha atau kegiatan Wajib Pajak. ,V,25,6,f,Bukan
(7) Menteri Keuangan menetapkan penghitungan besarnya angsuran pajak bagi : ,V,25,7,,Bukan
a.Wajib Pajak baru; ,V,25,7,a,Bukan
"b.bank, badan usaha milik negara, badan usaha milik daerah, Wajib Pajak masuk bursa, dan Wajib Pajak lainnya yang berdasarkan ketentuan peraturan perundang-undangan harus membuat laporan keuangan berkala; dan ",V,25,7,b,Bukan
"c.Wajib Pajak orang pribadi pengusaha tertentu dengan tarif paling tinggi 0,75% (nol koma tujuh puluh lima persen) dari peredaran bruto. ",V,25,7,c,Bukan
(8) Wajib Pajak orang pribadi dalam negeri yang tidak memiliki Nomor Pokok Wajib Pajak dan telah berusia 21 (dua puluh satu) tahun yang bertolak ke luar negeri wajib membayar pajak yang ketentuannya diatur dengan Peraturan Pemerintah. ,V,25,8,,Bukan
(8a) Ketentuan sebagaimana dimaksud pada ayat (8) berlaku sampai dengan tanggal 31 Desember 2010. ,V,25,8a,,Bukan
(9) Dihapus. ,V,25,9,,Bukan
"Ketentuan ini mengatur tentang penghitungan besarnya angsuran bulanan yang harus dibayar oleh Wajib Pajak sendiri dalam tahun berjalan.TaxBase 6.0 Document - Page : 53Ayat (1) Contoh 1: Pajak Penghasilan yang terutang berdasarkan Surat Pemberitahuan Tahunan Pajak Penghasilan tahun 2009 Rp50.000.000,00 dikurangi : ",V,25,9,,Ya
"a.Pajak Penghasilan yang dipotong pemberi Kerja (Pasal 21)Rp15.000.000,00 ",V,25,9,a,Bukan
"b.Pajak Penghasilan yang dipungut oleh pihak lain (Pasal 22)Rp10.000.000,00 ",V,25,9,b,Bukan
"c.Pajak Penghasilan yang dipotong oleh pihak lain (Pasal 23)Rp  2.500.000,00 ",V,25,9,c,Bukan
"d.Kredit Pajak Penghasilan luar negeri (Pasal 24) Rp  7.500.000,00  (+) Jumlah kredit pajak Rp35.000.000,00  (-) Selisih Rp15.000.000,00 Besarnya angsuran pajak yang harus dibayar sendiri setiap bulan untuk tahun 2010 adalah sebesar Rp1.250.000,00 (Rp15.000.000,00 dibagi 12). Contoh 2: Apabila Pajak Penghasilan sebagaimana dimaksud dalam contoh di atas berkenaan dengan penghasilan yang diterima atau diperoleh untuk bagian tahun pajak yang meliputi masa 6 (enam) bulan dalam tahun 2009, besarnya angsuran bulanan yang harus dibayar sendiri setiap bulan dalam tahun 2010 adalah sebesar Rp2.500.000,00 (Rp15.000.000,00 dibagi 6). Ayat (2) Mengingat batas waktu penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan bagi Wajib Pajak orang pribadi adalah akhir bulan ketiga tahun pajak berikutnya dan bagi Wajib Pajak badan adalah akhir bulan keempat tahun pajak berikutnya, besarnya angsuran pajak yang harus dibayar sendiri oleh Wajib Pajak untuk bulan-bulan sebelum Surat Pemberitahuan Tahunan Pajak Penghasilan disampaikan belum dapat dihitung sesuai dengan ketentuan pada ayat (1). Berdasarkan ketentuan ini, besarnya angsuran pajak untuk bulan-bulan sebelum Surat Pemberitahuan Tahunan Pajak Penghasilan disampaikan sebelum batas waktu penyampaian Surat Pemberitahuan Tahunan adalah sama dengan angsuran pajak untuk bulan terakhir dari tahun pajak yang lalu. Contoh: Apabila Surat Pemberitahuan Tahunan Pajak Penghasilan disampaikan oleh Wajib Pajak orang pribadi pada bulan Februari 2010, besarnya angsuran pajak yang harus dibayar Wajib Pajak tersebut untuk bulan Januari 2010 adalah sebesar angsuran pajak bulan Desember 2009, misalnya sebesar Rp1.000.000,00 (satu juta rupiah). Apabila dalam bulan September 2009 diterbitkan keputusan pengurangan angsuran pajak menjadi nihil sehingga angsuran pajak sejak bulan Oktober sampai dengan Desember 2009 menjadi nihil, besarnya angsuran pajak yang harus dibayar Wajib Pajak untuk bulan Januari 2010 tetap sama dengan angsuran bulan Desember 2009, yaitu nihil. Ayat (3) Cukup jelas. Ayat (4) Apabila dalam tahun berjalan diterbitkan surat ketetapan pajak untuk tahun pajak yang lalu, angsuran pajak dihitung berdasarkan surat ketetapan pajak tersebut. Perubahan angsuran pajak tersebut berlaku mulai bulan berikutnya setelah bulan diterbitkannya surat ketetapan pajak. Contoh: Berdasarkan Surat Pemberitahuan Tahunan Pajak Penghasilan tahun pajak 2009 yang disampaikan Wajib Pajak dalam bulan Februari 2010, perhitungan besarnya angsuran pajak yang harus dibayar adalah sebesar Rp1.250.000,00 (satu juta dua ratus lima puluh ribu rupiah). Dalam bulan Juni 2010 telah diterbitkan surat ketetapan pajak tahun pajak 2009 yang menghasilkan besarnya angsuran pajak setiap bulan sebesar Rp2.000.000,00 (dua juta rupiah).TaxBase 6.0 Document - Page : 54Berdasarkan ketentuan dalam ayat ini, besarnya angsuran pajak mulai bulan Juli 2010 adalah sebesar Rp2.000.000,00 (dua juta rupiah). Penetapan besarnya angsuran pajak berdasarkan surat ketetapan pajak tersebut bisa sama, lebih besar, atau lebih kecil dari angsuran pajak sebelumnya berdasarkan Surat Pemberitahuan Tahunan. Ayat (5) Cukup jelas. Ayat (6) Pada dasarnya besarnya pembayaran angsuran pajak oleh Wajib Pajak sendiri dalam tahun berjalan sedapat mungkin diupayakan mendekati jumlah pajak yang akan terutang pada akhir tahun. Oleh karena itu, berdasarkan ketentuan ini dalam hal-hal tertentu Direktur Jenderal Pajak diberikan wewenang untuk menyesuaikan perhitungan besarnya angsuran pajak yang harus dibayar sendiri oleh Wajib Pajak dalam tahun berjalan apabila terdapat kompensasi kerugian; Wajib Pajak menerima atau memperoleh penghasilan tidak teratur; atau terjadi perubahan keadaan usaha atau kegiatan Wajib Pajak. Contoh 1: -Penghasilan PT X tahun 2009 Rp120.000.000,00 -Sisa kerugian tahun sebelumnya yang masih dapat dikompensasikan Rp150.000.000,00 -Sisa kerugian yang belum dikompensasikan tahun 2009 Rp  30.000.000,00 Penghitungan Pajak Penghasilan Pasal 25 tahun 2010 adalah: Penghasilan yang dipakai dasar penghitungan angsuran Pajak Penghasilan Pasal 25 = Rp120.000.000,00 - Rp30.000.000,00 = Rp90.000.000,00. Pajak Penghasilan yang terutang : 28% x Rp90.000.000,00 = Rp25.200.000,00 Apabila pada tahun 2009 tidak ada Pajak Penghasilan yang dipotong atau dipungut oleh pihak lain dan pajak yang dibayar atau terutang di luar negeri sesuai dengan ketentuan dalam Pasal 24, besarnya angsuran pajak bulanan PT X tahun 2010 = 1/12 x Rp25.200.000,00 = Rp2.100.000,00. Contoh 2: Dalam tahun 2009, penghasilan teratur Wajib Pajak A dari usaha dagang Rp48.000.000,00 (empat puluh delapan juta rupiah) dan penghasilan tidak teratur sebesar Rp72.000.000,00 (tujuh puluh dua juta rupiah). Penghasilan yang dipakai sebagai dasar penghitungan Pajak Penghasilan Pasal 25 dari Wajib Pajak A pada tahun 2010 adalah hanya dari penghasilan teratur tersebut. Contoh 3: Perubahan keadaan usaha atau kegiatan Wajib Pajak dapat terjadi karena penurunan atau peningkatan usaha. PT B yang bergerak di bidang produksi benang dalam tahun 2009 membayar angsuran bulanan sebesar Rp15.000.000,00 (lima belas juta rupiah). Dalam bulan Juni 2009 pabrik milik PT B terbakar. Oleh karena itu, berdasarkan Keputusan Direktur Jenderal Pajak mulai bulan Juli 2009 angsuran bulanan PT B dapat disesuaikan menjadi lebih kecil dari Rp15.000.000,00 (lima belas juta rupiah). Sebaliknya, apabila PT B mengalami peningkatan usaha, misalnya adanya peningkatan penjualan dan diperkirakan Penghasilan Kena Pajaknya akan lebih besar dibandingkan dengan tahun sebelumnya, kewajiban angsuran bulanan PT B dapat disesuaikan oleh Direktur Jenderal Pajak. Ayat (7) Pada prinsipnya penghitungan besarnya angsuran bulanan dalam tahun berjalan didasarkan pada Surat Pemberitahuan Tahunan Pajak Penghasilan tahun yang lalu. Namun, ketentuan ini memberi kewenangan kepada Menteri Keuangan untuk menetapkan dasar penghitungan besarnya angsuran bulanan selain berdasarkan prinsip tersebut di atas. Hal ini dimaksudkan untuk lebih mendekati kewajaran perhitungan besarnya angsuran pajak karena didasarkan kepada data terkini kegiatan usaha perusahaan. ",V,25,9,d,Bukan
"Huruf a Bagi Wajib Pajak baru yang mulai menjalankan usaha atau melakukan kegiatan dalam tahun pajak berjalan perlu diatur perhitungan besarnya angsuran, karena Wajib Pajak belum pernahTaxBase 6.0 Document - Page : 55memasukkan Surat Pemberitahuan Tahunan Pajak Penghasilan, penentuan besarnya angsuran pajak didasarkan atas kenyataan usaha atau kegiatan Wajib Pajak. ",V,25,9,u,Bukan
"Huruf b Bagi Wajib Pajak yang bergerak dalam bidang perbankan, badan usaha milik negara dan badan usaha milik daerah, serta Wajib Pajak masuk bursa dan Wajib Pajak lainnya yang berdasarkan ketentuan diharuskan membuat laporan keuangan berkala perlu diatur perhitungan besarnya angsuran tersendiri karena terdapat kewajiban menyampaikan laporan yang berkaitan dengan pengelolaan keuangan dalam suatu periode tertentu kepada instansi Pemerintah yang dapat dipakai sebagai dasar penghitungan untuk menentukan besarnya angsuran pajak dalam tahun berjalan. ",V,25,9,u,Bukan
"Huruf c Bagi Wajib Pajak orang pribadi pengusaha tertentu, yaitu Wajib Pajak orang pribadi yang mempunyai 1 (satu) atau lebih tempat usaha, besarnya angsuran pajak paling tinggi sebesar 0,75% (nol koma tujuh lima persen) dari peredaran bruto. Ayat (8) Cukup jelas. Ayat (8a) Cukup jelas. Ayat (9) Cukup jelas. ",V,25,9,u,Bukan
"(1) Atas penghasilan tersebut di bawah ini, dengan nama dan dalam bentuk apa pun, yang dibayarkan, disediakan untuk dibayarkan, atau telah jatuh tempo pembayarannya oleh badan pemerintah, subjek pajak dalam negeri, penyelenggara kegiatan, bentuk usaha tetap, atau perwakilan perusahaan luar negeri lainnya kepada Wajib Pajak luar negeri selain bentuk usaha tetap di Indonesia dipotong pajak sebesar 20% (dua puluh persen) dari jumlah bruto oleh pihak yang wajib membayarkan: ",V,26,1,,Bukan
a.dividen; ,V,26,1,a,Bukan
"b.bunga termasuk premium, diskonto, dan imbalan sehubungan dengan jaminan pengembalian utang; ",V,26,1,b,Bukan
"c.royalti, sewa, dan penghasilan lain sehubungan dengan penggunaan harta; ",V,26,1,c,Bukan
"d.imbalan sehubungan dengan jasa, pekerjaan, dan kegiatan; ",V,26,1,d,Bukan
e.hadiah dan penghargaan; ,V,26,1,e,Bukan
f.pensiun dan pembayaran berkala lainnya; ,V,26,1,f,Bukan
g.premi swap dan transaksi lindung nilai lainnya; dan/atau ,V,26,1,g,Bukan
h.keuntungan karena pembebasan utang. ,V,26,1,h,Bukan
(1a) Negara domisili dari Wajib Pajak luar negeri selain yang menjalankan usaha atau melakukan kegiatan usaha melalui bentuk usaha tetap di Indonesia sebagaimana dimaksud pada ayat (1) adalah negara tempat tinggal atau tempat kedudukan Wajib Pajak luar negeri yang sebenarnya menerima manfaat dari penghasilan tersebut ( beneficial owner ). ,V,26,1a,,Bukan
"(1b) Tarif sebesar 20% (dua puluh persen) dari jumlah bruto oleh pihak yang wajib membayarkan bunga termasuk premium, diskonto, dan imbalan sehubungan dengan jaminan pengembalian utang sebagaimana dimaksud pada ayat (1) huruf b dapat diturunkan dengan Peraturan Pemerintah. ",V,26,1b,,Bukan
"(2) Atas penghasilan dari penjualan atau pengalihan harta di Indonesia, kecuali yang diatur dalam Pasal 4 ayat (2), yang diterima atau diperoleh Wajib Pajak luar negeri selain bentuk usaha tetap di Indonesia, dan premi asuransi yang dibayarkan kepada perusahaan asuransi luar negeri dipotong pajak 20% (dua puluh persen) dari perkiraan penghasilan neto. ",V,26,2,,Bukan
(2a) Atas penghasilan dari penjualan atau pengalihan saham sebagaimana dimaksud dalam Pasal 18 ayat (3c) dipotong pajak sebesar 20% (dua puluh persen) dari perkiraan penghasilan neto. ,V,26,2a,,Bukan
(3) Pelaksanaan ketentuan sebagaimana dimaksud pada ayat (2) dan ayat (2a) diatur dengan atau berdasarkan Peraturan Menteri Keuangan. ,V,26,3,,Bukan
"(4) Penghasilan Kena Pajak sesudah dikurangi pajak dari suatu bentuk usaha tetap di Indonesia dikenai pajak sebesar 20% (dua puluh persen), kecuali penghasilan tersebut ditanamkan kembali diTaxBase 6.0 Document - Page : 56Indonesia, yang ketentuannya diatur lebih lanjut dengan atau berdasarkan Peraturan Menteri Keuangan. ",V,26,4,,Bukan
"(5) Pemotongan pajak sebagaimana dimaksud pada ayat (1), ayat (2), ayat (2a), dan ayat (4) bersifat final, kecuali : ",V,26,5,,Bukan
a.pemotongan atas penghasilan sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf b dan huruf c; dan ,V,26,5,a,Bukan
b.pemotongan atas penghasilan yang diterima atau diperoleh orang pribadi atau badan luar negeri yang berubah status menjadi Wajib Pajak dalam negeri atau bentuk usaha tetap. ,V,26,5,b,Bukan
"Atas penghasilan yang diterima atau diperoleh Wajib Pajak luar negeri dari Indonesia, Undang-Undang ini menganut dua sistem pengenaan pajak, yaitu pemenuhan sendiri kewajiban perpajakannya bagi Wajib Pajak luar negeri yang menjalankan usaha atau melakukan kegiatan melalui suatu bentuk usaha tetap di Indonesia dan pemotongan oleh pihak yang wajib membayar bagi Wajib Pajak luar negeri lainnya. Ketentuan ini mengatur tentang pemotongan atas penghasilan yang bersumber di Indonesia yang diterima atau diperoleh Wajib Pajak luar negeri selain bentuk usaha tetap. Ayat (1) Pemotongan pajak berdasarkan ketentuan ini wajib dilakukan oleh badan pemerintah, subjek pajak dalam negeri, penyelenggara kegiatan, bentuk usaha tetap, atau perwakilan perusahaan luar negeri lainnya yang melakukan pembayaran kepada Wajib Pajak luar negeri selain bentuk usaha tetap di Indonesia dengan tarif sebesar 20% (dua puluh persen) dari jumlah bruto. Jenis-jenis penghasilan yang wajib dilakukan pemotongan dapat digolongkan dalam : 1.penghasilan yang bersumber dari modal dalam bentuk dividen, bunga termasuk premium, diskonto, dan imbalan karena jaminan pengembalian utang, royalti, dan sewa serta penghasilan lain sehubungan dengan penggunaan harta; 2.imbalan sehubungan dengan jasa, pekerjaan, atau kegiatan; 3.hadiah dan penghargaan dengan nama dan dalam bentuk apa pun; 4.pensiun dan pembayaran berkala lainnya; 5.premi swap dan transaksi lindung nilai lainnya; dan/atau 6.keuntungan karena pembebasan utang. Sesuai dengan ketentuan ini, misalnya suatu badan subjek pajak dalam negeri membayarkan royalti sebesar Rp100.000.000,00 (seratus juta rupiah) kepada Wajib Pajak luar negeri, subjek pajak dalam negeri tersebut berkewajiban untuk memotong Pajak Penghasilan sebesar 20% (dua puluh persen) dari Rp100.000.000,00 (seratus juta rupiah). Sebagai contoh lain, seorang atlet dari luar negeri yang ikut mengambil bagian dalam perlombaan lari maraton di Indonesia kemudian merebut hadiah uang maka atas hadiah tersebut dikenai pemotongan Pajak Penghasilan sebesar 20% (dua puluh persen). Ayat (1a) Negara domisili dari Wajib Pajak luar negeri selain yang menjalankan usaha atau melakukan kegiatan usaha melalui bentuk usaha tetap di Indonesia yang menerima penghasilan dari Indonesia ditentukan berdasarkan tempat tinggal atau tempat kedudukan Wajib Pajak yang sebenarnya menerima manfaat dari penghasilan tersebut (beneficial owner). Oleh karena itu, negara domisili tidak hanya ditentukan berdasarkan Surat Keterangan Domisili, tetapi juga tempat tinggal atau tempat kedudukan dari penerima manfaat dari penghasilan dimaksud. Dalam hal penerima manfaat adalah orang pribadi, negara domisilinya adalah negara tempat orang pribadi tersebut bertempat tinggal atau berada, sedangkan apabila penerima manfaat adalah badan, negara domisilinya adalah negara tempat pemilik atau lebih dari 50% (lima puluh persen) pemegang saham baik sendiri-sendiri maupun bersama-sama berkedudukan atau efektif manajemennya berada. Ayat (1b) Cukup jelas. Ayat (2) Ketentuan ini mengatur tentang pemotongan pajak atas penghasilan yang diterima atau diperoleh Wajib Pajak luar negeri yang bersumber di Indonesia, selain dari penghasilan sebagaimana dimaksud pada ayat (1), yaitu penghasilan dari penjualan atau pengalihan harta, dan premi asuransi, termasuk premiTaxBase 6.0 Document - Page : 57reasuransi. Atas penghasilan tersebut dipotong pajak sebesar 20% (dua puluh persen) dari perkiraan penghasilan neto dan bersifat final. Menteri Keuangan diberikan wewenang untuk menetapkan besarnya perkiraan penghasilan neto dimaksud, serta hal-hal lain dalam rangka pelaksanaan pemotongan pajak tersebut. Ketentuan ini tidak diterapkan dalam hal Wajib Pajak luar negeri tersebut menjalankan usaha atau melakukan kegiatan melalui suatu bentuk usaha tetap di Indonesia atau apabila penghasilan dari penjualan harta tersebut telah dikenai pajak berdasarkan ketentuan Pasal 4 ayat (2). Ayat (2a) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Atas Penghasilan Kena Pajak sesudah dikurangi pajak dari bentuk usaha tetap di Indonesia dipotong pajak sebesar 20% (dua puluh persen). Contoh: Penghasilan Kena Pajak bentuk usaha tetap di Indonesia dalam tahun 2021 Rp17.500.000.000,00 Pajak Penghasilan: 22% x Rp17.500.000.000,00 = Rp  3.850.000.000,00 (-) Penghasilan Kena Pajak setelah pajak Rp13.650.000.000,00 Pajak Penghasilan Pasal 26 yang terutang 20% x Rp13.650.000.000 = Rp2.730.000.000,00 Apabila penghasilan setelah pajak sebesar Rp13.850.000.000,00 (tiga belas miliar delapan ratus lima puluh juta rupiah) tersebut ditanamkan kembali di Indonesia sesuai dengan atau berdasarkan Peraturan Menteri Keuangan, atas penghasilan tersebut tidak dipotong pajak. Ayat (5) Pada prinsipnya pemotongan pajak atas Wajib Pajak luar negeri adalah bersifat final, tetapi atas penghasilan sebagaimana dimaksud dalam Pasal 5 ayat (1) huruf b dan huruf c, dan atas penghasilan Wajib Pajak orang pribadi atau badan luar negeri yang berubah status menjadi Wajib Pajak dalam negeri atau bentuk usaha tetap, pemotongan pajaknya tidak bersifat final sehingga potongan pajak tersebut dapat dikreditkan dalam Surat Pemberitahuan Tahunan Pajak Penghasilan. Contoh: A sebagai tenaga asing orang pribadi membuat perjanjian kerja dengan PT B sebagai Wajib Pajak dalam negeri untuk bekerja di Indonesia untuk jangka waktu 5 (lima) bulan terhitung mulai tanggal 1 Januari 2021. Pada tanggal 20 April 2021 perjanjian kerja tersebut diperpanjang menjadi 8 (delapan) bulan sehingga akan berakhir pada tanggal 31 Agustus 2021. Jika perjanjian kerja tersebut tidak diperpanjang, status A adalah tetap sebagai Wajib Pajak luar negeri. Dengan diperpanjangnya perjanjian kerja tersebut, status A berubah dari Wajib Pajak luar negeri menjadi Wajib Pajak dalam negeri terhitung sejak tanggal 1 Januari 2021. Selama bulan Januari sampai dengan Maret 2021 atas penghasilan bruto A telah dipotong Pajak Penghasilan Pasal 26 oleh PT B. Berdasarkan ketentuan ini, maka untuk menghitung Pajak Penghasilan yang terutang atas penghasilan A untuk masa Januari sampai dengan Agustus 2021, Pajak Penghasilan Pasal 26 yang telah dipotong dan disetor PT B atas penghasilan A sampai dengan Maret tersebut, dapat dikreditkan terhadap pajak A sebagai Wajib Pajak dalam negeri. ",V,26,5,b,Ya
Dihapus. ,V,27,5,b,Bukan
Cukup jelas.TaxBase 6.0 Document - Page : 58BAB VI PERHITUNGAN PAJAK PADA AKHIR TAHUN ,V,27,5,b,Ya
"(1)Bagi Wajib Pajak dalam negeri dan bentuk usaha tetap, pajak yang terutang dikurangi dengan kredit pajak untuk tahun pajak yang bersangkutan, berupa : ",V,28,1,,Bukan
"a.pemotongan pajak atas penghasilan dari pekerjaan, jasa, dan kegiatan sebagaimana dimaksud dalam Pasal 21; ",V,28,1,a,Bukan
b.pemungutan pajak atas penghasilan dari kegiatan di bidang impor atau kegiatan usaha di bidang lain sebagaimana dimaksud dalam Pasal 22; ,V,28,1,b,Bukan
"c.pemotongan pajak atas penghasilan berupa dividen, bunga, royalti, sewa, hadiah dan penghargaan, dan imbalan jasa sebagaimana dimaksud dalam Pasal 23; ",V,28,1,c,Bukan
d.pajak yang dibayar atau terutang atas penghasilan dari luar negeri yang boleh dikreditkan sebagaimana dimaksud dalam Pasal 24; ,V,28,1,d,Bukan
e.pembayaran yang dilakukan oleh Wajib Pajak sendiri sebagaimana dimaksud dalam Pasal 25; ,V,28,1,e,Bukan
f.pemotongan pajak atas penghasilan sebagaimana dimaksud dalam Pasal 26 ayat (5). ,V,28,1,f,Bukan
"(2)Sanksi administrasi berupa bunga, denda, dan kenaikan serta sanksi pidana berupa denda yang berkenaan dengan pelaksanaan peraturan perundang-undangan di bidang perpajakan yang berlaku tidak boleh dikreditkan dengan pajak yang terutang sebagaimana dimaksud pada ayat (1). ",V,28,2,,Bukan
"Ayat (1) Pajak yang telah dilunasi dalam tahun berjalan, baik yang dibayar sendiri oleh Wajib Pajak ataupun yang dipotong serta dipungut oleh pihak lain, dapat dikreditkan terhadap pajak yang terutang pada akhir tahun pajak yang bersangkutan. Contoh: Pajak Penghasilan yang terutang Rp80.000.000,00 Kredit pajak: Pemotongan pajak dari pekerjaan (Pasal 21) Rp  5.000.000,00 Pemungutan pajak oleh pihak lain (Pasal 22) Rp10.000.000,00 Pemotongan pajak dari modal (Pasal 23) Rp  5.000.000,00 Kredit pajak luar negeri (Pasal 24) Rp15.000.000,00 Dibayar sendiri oleh Wajib Pajak (Pasal 25) Rp10.000.000,00  (+) Jumlah Pajak Penghasilan yang dapat dikreditkan Rp45.000.000,00  (-) Pajak Penghasilan yang masih harus dibayar Rp35.000.000,00 Ayat (2) Cukup jelas. ",V,28,2,,Ya
"Apabila pajak yang terutang untuk suatu tahun pajak ternyata lebih kecil dari jumlah kredit pajak sebagaimana dimaksud dalam Pasal 28 ayat (1), maka setelah dilakukan pemeriksaan, kelebihan pembayaran pajak dikembalikan setelah diperhitungkan dengan utang pajak berikut sanksi-sanksinya. ",V,28,2,,Bukan
"Sesuai dengan ketentuan dalam Pasal 17B ayat (1) Undang-undang tentang Ketentuan Umum dan Tata Cara Perpajakan, Direktur Jenderal Pajak atau pejabat yang ditunjuk berwenang untuk mengadakan pemeriksaan sebelum dilakukan pengembalian atau perhitungan kelebihan pajak. Hal-hal yang harus menjadi pertimbangan sebelum dilakukan pengembalian atau perhitungan kelebihan pajak adalah: ",V,28,2,,Ya
a.kebenaran materiil tentang besarnya pajak penghasilan yang terutang; ,V,28,2,a,Bukan
"b.keabsahan bukti-bukti pungutan dan bukti-bukti potongan pajak serta bukti pembayaran pajak oleh Wajib Pajak sendiri selama dan untuk tahun pajak yang bersangkutan.TaxBase 6.0 Document - Page : 59Oleh karena itu untuk kepentingan pemeriksaan, Direktur Jenderal Pajak atau pejabat lain yang ditunjuk diberi wewenang untuk mengadakan pemeriksaan atas laporan keuangan, buku-buku, dan catatan lainnya serta pemeriksaan lain yang berkaitan dengan penentuan besarnya Pajak Penghasilan yang terutang, kebenaran jumlah pajak dan jumlah pajak yang telah dikreditkan dan untuk menentukan besarnya kelebihan pembayaran pajak yang harus dikembalikan. Maksud pemeriksaan ini untuk memastikan bahwa uang yang akan dibayar kembali kepada Wajib Pajak sebagai restitusi itu adalah benar merupakan hak Wajib Pajak. ",V,28,2,b,Bukan
"Apabila pajak yang terutang untuk suatu tahun pajak ternyata lebih besar daripada kredit pajak sebagaimana dimaksud dalam Pasal 28 ayat (1), kekurangan pembayaran pajak yang terutang harus dilunasi sebelum Surat Pemberitahuan Tahunan Pajak Penghasilan disampaikan. ",V,29,2,b,Bukan
"Ketentuan ini mewajibkan Wajib Pajak untuk melunasi kekurangan pembayaran pajak yang terutang menurut ketentuan Undang-Undang ini sebelum Surat Pemberitahuan Tahunan Pajak Penghasilan disampaikan dan paling lambat pada batas akhir penyampaian Surat Pemberitahuan Tahunan. Apabila tahun buku sama dengan tahun kalender, kekurangan pajak tersebut wajib dilunasi paling lambat tanggal 31 Maret bagi Wajib Pajak orang pribadi atau 30 April bagi Wajib Pajak badan setelah tahun pajak berakhir, sedangkan apabila tahun buku tidak sama dengan tahun kalender, misalnya dimulai tanggal 1 Juli sampai dengan 30 Juni, kekurangan pajak wajib dilunasi paling lambat tanggal 30 September bagi Wajib Pajak orang pribadi atau 31 Oktober bagi Wajib Pajak badan . ",V,29,2,b,Ya
Dihapus. ,V,30,2,b,Bukan
Cukup jelas. ,V,30,2,b,Ya
Dihapus. ,V,31,2,b,Bukan
Cukup jelas. ,V,31,2,b,Ya
KETENTUAN LAIN-LAIN ,VII,31,2,b,Bukan
(1)Kepada Wajib Pajak yang melakukan penanaman modal di bidang-bidang usaha tertentu dan/atau di daerah-daerah tertentu yang mendapat prioritas tinggi dalam skala nasional dapat diberikan fasilitas perpajakan dalam bentuk : ,VII,31,1,,Bukan
a.pengurangan penghasilan neto paling tinggi 30% (tiga puluh persen) dari jumlah penanaman yang dilakukan; ,VII,31,1,a,Bukan
b.penyusutan dan amortisasi yang dipercepat; ,VII,31,1,b,Bukan
"c.kompensasi kerugian yang lebih lama, tetapi tidak lebih dari 10 (sepuluh) tahun; dan ",VII,31,1,c,Bukan
"d.pengenaan Pajak Penghasilan atas dividen sebagaimana dimaksud dalam Pasal 26 sebesar 10% (sepuluh persen), kecuali apabila tarif menurut perjanjian perpajakan yang berlaku menetapkan lebih rendah. ",VII,31,1,d,Bukan
(2)Ketentuan lebih lanjut mengenai bidang-bidang usaha tertentu dan/atau daerah-daerah tertentu yang mendapat prioritas tinggi dalam skala nasional serta pemberian fasilitas perpajakan sebagaimanaTaxBase 6.0 Document - Page : 60dimaksud pada ayat (1) diatur dengan Peraturan Pemerintah. ,VII,31,2,,Bukan
